theta,real(S11),imag(S11),real(S22),imag(S22)
0.000000000000000,7.923898907294176e-01,1.632558546839594e+01,7.923898913718991e-01,1.632558546940461e+01
0.003141592653590,7.906635837713457e-01,1.630193703873629e+01,7.910324717619397e-01,1.630222556982841e+01
0.006283185307180,7.854973691712600e-01,1.623113154395503e+01,7.869684630870246e-01,1.623228196977762e+01
0.009424777960769,7.769292543365995e-01,1.611358731055229e+01,7.802225553268733e-01,1.611616195383990e+01
0.012566370614359,7.650222146439595e-01,1.594999803820015e+01,7.708356973290442e-01,1.595454096678561e+01
0.015707963267949,7.498636417653939e-01,1.574132756498708e+01,7.588647968584766e-01,1.574835759934546e+01
0.018849555921539,7.315645788447873e-01,1.548880260242172e+01,7.443823041063725e-01,1.549880662819528e+01
0.021991148575129,7.102587499489196e-01,1.519390350312665e+01,7.274756820610460e-01,1.520733016936868e+01
0.025132741228718,6.861013932054368e-01,1.485835314110012e+01,7.082467680639382e-01,1.487560702028578e+01
0.028274333882308,6.592679089274583e-01,1.448410400059218e+01,6.868110317548436e-01,1.450554028083237e+01
0.031415926535898,6.299523357969080e-01,1.407332358493531e+01,6.632967354477275e-01,1.409924335836494e+01
0.034557519189488,5.983656698104041e-01,1.362837827084668e+01,6.378440037589438e-01,1.365902447492221e+01
0.037699111843078,5.647340421740655e-01,1.315181574676352e+01,6.106038100332808e-01,1.318736980728488e+01
0.040840704496667,5.292967736444655e-01,1.264634618545618e+01,5.817368877675392e-01,1.268692540162418e+01
0.043982297150257,4.923043239440755e-01,1.211482231145681e+01,5.514125758152033e-01,1.216047801429375e+01
0.047123889803847,4.540161558179424e-01,1.156021853262189e+01,5.198076066624857e-01,1.161093503873075e+01
0.050265482457437,4.146985340328223e-01,1.098560931230959e+01,4.871048474899135e-01,1.104130368534205e+01
0.053407075111026,3.746222801481782e-01,1.039414696420226e+01,4.534920040747721e-01,1.045466958666528e+01
0.056548667764616,3.340605042017513e-01,9.789039055634289e+00,4.191602978423071e-01,9.854175003909164e+00
0.059690260418206,2.932863345509165e-01,9.173525607406804e+00,3.843031265374694e-01,9.242996813203062e+00
0.062831853071796,2.525706669927150e-01,8.550856278439188e+00,3.491147190616998e-01,8.624324450475839e+00
0.065973445725386,2.121799539564879e-01,7.924267722285545e+00,3.137887950034149e-01,8.001337992899867e+00
0.069115038378975,1.723740540230005e-01,7.296961299482152e+00,2.785172392830781e-01,7.377186552220726e+00
0.072256631032565,1.334041612849310e-01,6.672081325005351e+00,2.434888021396661e-01,6.754967151159028e+00
0.075398223686155,9.551083313058399e-02,6.052694023802885e+00,2.088878344038019e-01,6.137704248403168e+00
0.078539816339745,5.892213391981953e-02,5.441767359538008e+00,1.748930676394944e-01,5.528330070626760e+00
0.081681408993335,2.385191073930356e-02,4.842151892403807e+00,1.416764482932056e-01,4.929665901500606e+00
0.084823001646924,-9.501784010555743e-03,4.256562811253274e+00,1.094020344716120e-01,4.344404467943942e+00
0.087964594300514,-4.095811001627739e-02,3.687563273453804e+00,7.822496338281061e-02,3.775093552968191e+00
0.091106186954104,-7.035468495136368e-02,3.137549172914890e+00,4.829049682415663e-02,3.224120952497592e+00
0.094247779607694,-9.754864917825197e-02,2.608735442849347e+00,1.973315139319622e-02,2.693700880687292e+00
0.097389372261284,-1.224175414287867e-01,2.103143985078521e+00,-7.324080661375802e-03,2.185861914555408e+00
0.100530964914873,-1.448599795733299e-01,1.622593302283139e+00,-3.277041483386714e-02,1.702436554390012e+00
0.103672557568463,-1.647961425613362e-01,1.168689893686915e+00,-5.650785772331587e-02,1.245052461525871e+00
0.106814150222053,-1.821680516087517e-01,7.428214583567434e-01,-7.845168695229811e-02,8.151254198125806e-01
0.109955742875643,-1.969396506965467e-01,3.461519338241429e-01,-9.853082511830195e-02,4.138540516162822e-01
0.113097335529233,-2.090966884104195e-01,-2.038161879597818e-02,-1.166881061517696e-01,4.221630362508765e-02
0.116238928182822,-2.186464050740795e-01,-3.560702884240290e-01,-1.328804333578410e-01,-2.990322977799701e-01
0.119380520836412,-2.256170309866971e-01,-6.604327677342469e-01,-1.470788293172778e-01,-6.093586371170198e-01
0.122522113490002,-2.300571033516096e-01,-9.332130240447646e-01,-1.592683787091743e-01,-8.884502768342696e-01
0.125663706143592,-2.320346111594266e-01,-1.174376239579307e+00,-1.694480659851018e-01,-1.136212045705698e+00
0.128805298797182,-2.316359788487468e-01,-1.384103087727812e+00,-1.776305106647807e-01,-1.352761007358299e+00
0.131946891450771,-2.289649009961645e-01,-1.562782425513497e+00,-1.838416038292441e-01,-1.538419880789984e+00
0.135088484104361,-2.241410415714417e-01,-1.711002495106263e+00,-1.881200501528931e-01,-1.693708996985470e+00
0.138230076757951,-2.172986124214314e-01,-1.829540738782854e+00,-1.905168205337585e-01,-1.819336887021759e+00
0.141371669411541,-2.085848466083587e-01,-1.919352342140939e+00,-1.910945210465973e-01,-1.916189607295655e+00
0.144513262065130,-1.981583830163230e-01,-1.981557629537786e+00,-1.899266845506173e-01,-1.985318916615334e+00
0.147654854718720,-1.861875792485528e-01,-2.017428443578297e+00,-1.870969918280960e-01,-2.027929427809597e+00
0.150796447372310,-1.728487702633657e-01,-2.028373646969404e+00,-1.826984296081684e-01,-2.045364863168470e+00
0.153938040025900,-1.583244904372335e-01,-2.015923890143883e+00,-1.768323932380507e-01,-2.039093548389790e+00
0.157079632679490,-1.428016767988330e-01,-1.981715791716985e+00,-1.696077420995674e-01,-2.010693283744950e+00
0.160221225333079,-1.264698710512251e-01,-1.927475681059656e+00,-1.611398161300583e-01,-1.961835733873154e+00
0.163362817986669,-1.095194376941929e-01,-1.855003053057759e+00,-1.515494219923344e-01,-1.894270478966113e+00
0.166504410640259,-9.213981508158881e-02,-1.766153884497759e+00,-1.409617975479721e-01,-1.809808870126631e+00
0.169646003293849,-7.451781560708098e-02,-1.662823959505203e+00,-1.295055633219053e-01,-1.710307830395810e+00
0.172787595947439,-5.683599041561856e-02,-1.546932348112270e+00,-1.173116696051700e-01,-1.597653740384338e+00
0.175929188601028,-3.927107309808462e-02,-1.420405177399167e+00,-1.045123477280269e-01,-1.473746543657931e+00
0.179070781254618,-2.199251575564634e-02,-1.285159828815024e+00,-9.124007385011074e-02,-1.340484202078564e+00
0.182212373908208,-5.161129631694387e-03,-1.143089688314514e+00,-7.762655336020738e-02,-1.199747625257692e+00
0.185353966561798,1.107215878219584e-02,-9.960495679402482e-01,-6.380173365948384e-02,-1.053386191217247e+00
0.188495559215388,2.656742663869979e-02,-8.458419085350000e-01,-4.989285272215054e-02,-9.032039673643355e-01
0.191637151868977,4.119674054793708e-02,-6.942038634906047e-01,-3.602353039126724e-02,-7.509467320627800e-01
0.194778744522567,5.484500273826828e-02,-5.427953529430675e-01,-2.231290887939685e-02,-5.982898875289470e-01
0.197920337176157,6.741065253337843e-02,-3.931881667257774e-01,-8.874848409507930e-03,-4.468273445989229e-01
0.201061929829747,7.880621967676880e-02,-2.468561828137794e-01,4.182816643765382e-03,-2.980614492174025e-01
0.204203522483337,8.895872760048348e-02,-1.051667560584931e-01,1.675895636246778e-02,-1.533940094019441e-01
0.207345115136926,9.780994628762613e-02,3.062668015499868e-02,2.875975453248212e-02,-1.411847005089137e-02
0.210486707790516,1.053164959013866e-01,1.593907689686656e-01,4.009924508047103e-02,1.185867285913262e-01
0.213628300444106,1.114498038317081e-01,2.801171237309029e-01,5.069977293001209e-02,2.436635846115407e-01
0.216769893097696,1.161959192292974e-01,3.919259543179325e-01,6.049237719468732e-02,3.601787476029626e-01
0.219911485751285,1.195551904419865e-01,4.940684319961479e-01,6.941709531835959e-02,4.673265100858065e-01
0.223053078404875,1.215418120274443e-01,5.859278102369294e-01,7.742318746282185e-02,5.644305870404321e-01
0.226194671058465,1.221832491776740e-01,6.670193299448769e-01,8.446928112472452e-02,6.509447041691898e-01
0.229336263712055,1.215195484443111e-01,7.369889480480722e-01,9.052343663120796e-02,7.264520257864657e-01
0.232477856365645,1.196025445906679e-01,7.956109382355575e-01,9.556313481136419e-02,7.906634629656386e-01
0.235619449019234,1.164949742094754e-01,8.427844217341770e-01,9.957518876338713e-02,8.434149116684594e-01
0.238761041672824,1.122695074284920e-01,8.785288943209012e-01,1.025555822298852e-01,8.846634789723319e-01
0.241902634326414,1.070077095753287e-01,9.029788232099663e-01,1.045092376520294e-01,9.144827631341941e-01
0.245044226980004,1.007989450852846e-01,9.163773939822408e-01,1.054497174925104e-01,9.330572600282768e-01
0.248185819633594,9.373923621047955e-02,9.190694933008082e-01,1.053988628943373e-01,9.406759744285864e-01
0.251327412287183,8.593008922557016e-02,9.114940177488253e-01,1.043863741737241e-01,9.377253196367463e-01
0.254469004940773,7.747730082660965e-02,8.941756027175729e-01,1.024493380282338e-01,9.246813930602791e-01
0.257610597594363,6.848975728848797e-02,8.677158678537794e-01,9.963170667348320e-02,9.021017185077284e-01
0.260752190247953,5.907823868761168e-02,8.327842771500205e-01,9.598373440150003e-02,8.706165481817466e-01
0.263893782901543,4.935424011579387e-02,7.901087123413610e-01,9.156137727988217e-02,8.309198186222184e-01
0.267035375555132,3.942882131604376e-02,7.404658578787328e-01,8.642566188263141e-02,7.837598551929404e-01
0.270176968208722,2.941149556914741e-02,6.846714944159049e-01,8.064202906063994e-02,7.299299191392650e-01
0.273318560862312,1.940916796081708e-02,6.235707955126979e-01,7.427965882262894e-02,6.702586898012391e-01
