theta,real(S11),imag(S11),real(S22),imag(S22)
0.000000000000000,-7.076189448945469e-01,8.477683489620748e+00,-7.076189448945364e-01,8.477683489620732e+00
0.003141592653590,-7.076623496928299e-01,8.474708758979453e+00,-7.075247813107822e-01,8.474858001160031e+00
0.006283185307180,-7.077914821494909e-01,8.465788834074534e+00,-7.072416339597625e-01,8.466385424077256e+00
0.009424777960769,-7.080031013540805e-01,8.450936508686040e+00,-7.067675365468530e-01,8.452277416741165e+00
0.012566370614359,-7.082918221157685e-01,8.430173081534363e+00,-7.060992235809852e-01,8.432553388011444e+00
0.015707963267949,-7.086501393898831e-01,8.403528319949435e+00,-7.052321478276704e-01,8.407240464642582e+00
0.018849555921539,-7.090684623481247e-01,8.371040409084193e+00,-7.041605046491506e-01,8.376373445721319e+00
0.021991148575129,-7.095351579662210e-01,8.332755886750833e+00,-7.028772631381730e-01,8.339994744211186e+00
0.025132741228718,-7.100366039671714e-01,8.288729563978420e+00,-7.013742039254286e-01,8.298154315696536e+00
0.028274333882308,-7.105572509235794e-01,8.239024431412043e+00,-6.996419635150373e-01,8.250909574438770e+00
0.031415926535898,-7.110796932882620e-01,8.183711551699092e+00,-6.976700849771684e-01,8.198325296880958e+00
0.034557519189488,-7.115847490888985e-01,8.122869938025234e+00,-6.954470748019571e-01,8.140473512752894e+00
0.037699111843078,-7.120515479898922e-01,8.056586418989264e+00,-6.929604656949607e-01,8.077433383953268e+00
0.040840704496667,-7.124576273931555e-01,7.984955490024048e+00,-6.901968850709608e-01,8.009291071402242e+00
0.043982297150257,-7.127790362188001e-01,7.908079151594494e+00,-6.871421289802893e-01,7.936139590079584e+00
0.047123889803847,-7.129904459777192e-01,7.826066734425886e+00,-6.837812411804921e-01,7.858078652483919e+00
0.050265482457437,-7.130652687197735e-01,7.739034712034379e+00,-6.800985970450957e-01,7.775214500765554e+00
0.053407075111026,-7.129757814148220e-01,7.647106500856151e+00,-6.760779919819079e-01,7.687659727807530e+00
0.056548667764616,-7.126932562986386e-01,7.550412248290517e+00,-6.717027340145728e-01,7.595533087546802e+00
0.059690260418206,-7.121880966923118e-01,7.449088608996185e+00,-6.669557401639958e-01,7.498959294848558e+00
0.062831853071796,-7.114299777815351e-01,7.343278509796503e+00,-6.618196362497281e-01,7.398068815261564e+00
0.065973445725386,-7.103879918223882e-01,7.233130903575216e+00,-6.562768597171350e-01,7.292997645005423e+00
0.069115038378975,-7.090307972214287e-01,7.118800512560035e+00,-6.503097650821479e-01,7.183887081554007e+00
0.072256631032565,-7.073267709218004e-01,7.000447561415695e+00,-6.439007315738952e-01,7.070883485201120e+00
0.075398223686155,-7.052441635121440e-01,6.878237500584189e+00,-6.370322725444026e-01,6.954138032007893e+00
0.078539816339745,-7.027512564627675e-01,6.752340720332405e+00,-6.296871462058249e-01,6.833806458551121e+00
0.081681408993335,-6.998165208828527e-01,6.622932255984653e+00,-6.218484672478269e-01,6.710048798906207e+00
0.084823001646924,-6.964087771840989e-01,6.490191484836898e+00,-6.134998188818376e-01,6.583029114314885e+00
0.087964594300514,-6.924973550298531e-01,6.354301815268818e+00,-6.046253648544585e-01,6.452915216004217e+00
0.091106186954104,-6.880522529446425e-01,6.215450368584509e+00,-5.952099609694003e-01,6.319878381635040e+00
0.094247779607694,-6.830442969569781e-01,6.073827654133702e+00,-5.852392656561958e-01,6.184093065876099e+00
0.097389372261284,-6.774452976486399e-01,5.929627238279722e+00,-5.746998491244355e-01,6.045736605611292e+00
0.100530964914873,-6.712282049859749e-01,5.783045407795274e+00,-5.635793006442074e-01,5.904988920299337e+00
0.103672557568463,-6.643672603134799e-01,5.634280828286084e+00,-5.518663334973886e-01,5.762032208020862e+00
0.106814150222053,-6.568381448967426e-01,5.483534198252744e+00,-5.395508871496459e-01,5.617050637755201e+00
0.109955742875643,-6.486181244110482e-01,5.331007899417959e+00,-5.266242262002786e-01,5.470230038443000e+00
0.113097335529233,-6.396861887829570e-01,5.176905643957112e+00,-5.130790356754134e-01,5.321757585398169e+00
0.116238928182822,-6.300231868059446e-01,5.021432119283370e+00,-4.989095122407153e-01,5.171821484643364e+00
0.119380520836412,-6.196119549664973e-01,4.864792631048832e+00,-4.841114509213720e-01,5.020610655750068e+00
0.122522113490002,-6.084374399348046e-01,4.707192745032880e+00,-4.686823269306354e-01,4.868314413771571e+00
0.125663706143592,-5.964868141940519e-01,4.548837928598717e+00,-4.526213722233013e-01,4.715122150863877e+00
0.128805298797182,-5.837495843037950e-01,4.389933192405416e+00,-4.359296464066771e-01,4.561223018193385e+00
0.131946891450771,-5.702176913167912e-01,4.230682733070713e+00,-4.186101016597700e-01,4.406805608735558e+00
0.135088484104361,-5.558856028940377e-01,4.071289577483843e+00,-4.006676413304467e-01,4.252057641570511e+00
0.138230076757951,-5.407503966902525e-01,3.911955229472440e+00,-3.821091719011358e-01,4.097165648283870e+00
0.141371669411541,-5.248118346108238e-01,3.752879319529316e+00,-3.629436480352033e-01,3.942314662081216e+00
0.144513262065130,-5.080724275723787e-01,3.594259258307457e+00,-3.431821104396839e-01,3.787687910224927e+00
0.147654854718720,-4.905374904308613e-01,3.436289894589884e+00,-3.228377163037397e-01,3.633466510399144e+00
0.150796447372310,-4.722151867749976e-01,3.279163178439597e+00,-3.019257620978233e-01,3.479829171605669e+00
0.153938040025900,-4.531165633180060e-01,3.123067830232694e+00,-2.804636985447681e-01,3.326951900190605e+00
0.157079632679490,-4.332555736564299e-01,2.968189016270909e+00,-2.584711376009468e-01,3.175007711593587e+00
0.160221225333079,-4.126490912026202e-01,2.814708031664949e+00,-2.359698513139274e-01,3.024166348406448e+00
0.163362817986669,-3.913169111354244e-01,2.662801991170904e+00,-2.129837624514687e-01,2.874594005318525e+00
0.166504410640259,-3.692817412531209e-01,2.512643528652761e+00,-1.895389268262691e-01,2.726453061516997e+00
0.169646003293849,-3.465691816522485e-01,2.364400505831618e+00,-1.656635072704554e-01,2.579901821098358e+00
0.172787595947439,-3.232076931968925e-01,2.218235730970132e+00,-1.413877392444457e-01,2.435094262036221e+00
0.175929188601028,-2.992285547835935e-01,2.074306688124404e+00,-1.167438880950705e-01,2.292179794235214e+00
0.179070781254618,-2.746658094487064e-01,1.932765277579892e+00,-9.176619800901392e-02,2.151303027186834e+00
0.182212373908208,-2.495561994062898e-01,1.793757568068302e+00,-6.649083273837879e-02,2.012603547725360e+00
0.185353966561798,-2.239390901462954e-01,1.657423561342994e+00,-4.095580820630077e-02,1.876215708364815e+00
0.188495559215388,-1.978563837641643e-01,1.523896969667652e+00,-1.520091713135566e-02,1.742268426677986e+00
0.191637151868977,-1.713524217342038e-01,1.393305006749852e+00,1.073235415970744e-02,1.610884996158375e+00
0.194778744522567,-1.444738773797068e-01,1.265768192624687e+00,3.680091653118499e-02,1.482182908983138e+00
0.197920337176157,-1.172696383332493e-01,1.141400172967604e+00,6.296017621961834e-02,1.356273691072902e+00
0.201061929829747,-8.979067931970904e-02,1.020307553285151e+00,8.916414013801055e-02,1.233262749818238e+00
0.204203522483337,-6.208992563363794e-02,9.025897484034865e-01,1.153655280148392e-01,1.113249234818481e+00
